condition1,condition2,model,age,sex,risk
CKD,HEART,hospitalisationrisk_2cond,65,male,0.49396
CKD,HEART,hospitalisationrisk_2cond,66,male,0.4982
CKD,HEART,hospitalisationrisk_2cond,67,male,0.50367
CKD,HEART,hospitalisationrisk_2cond,68,male,0.50915
CKD,HEART,hospitalisationrisk_2cond,69,male,0.50569
CKD,HEART,hospitalisationrisk_2cond,70,male,0.5022
CKD,HEART,hospitalisationrisk_2cond,71,male,0.49678
CKD,HEART,hospitalisationrisk_2cond,72,male,0.49481
CKD,HEART,hospitalisationrisk_2cond,73,male,0.49416
CKD,HEART,hospitalisationrisk_2cond,74,male,0.49782
CKD,HEART,hospitalisationrisk_2cond,75,male,0.50402
CKD,HEART,hospitalisationrisk_2cond,76,male,0.51131
CKD,HEART,hospitalisationrisk_2cond,77,male,0.51285
CKD,HEART,hospitalisationrisk_2cond,78,male,0.51441
CKD,HEART,hospitalisationrisk_2cond,79,male,0.51508
CKD,HEART,hospitalisationrisk_2cond,80,male,0.51352
CKD,HEART,hospitalisationrisk_2cond,81,male,0.51253
CKD,HEART,hospitalisationrisk_2cond,82,male,0.51245
CKD,HEART,hospitalisationrisk_2cond,83,male,0.51153
CKD,HEART,hospitalisationrisk_2cond,84,male,0.50837
CKD,HEART,hospitalisationrisk_2cond,85,male,0.50561
CKD,HEART,hospitalisationrisk_2cond,86,male,0.50354
CKD,HEART,hospitalisationrisk_2cond,87,male,0.50119
CKD,HEART,hospitalisationrisk_2cond,88,male,0.49904
CKD,HEART,hospitalisationrisk_ckd,15,male,0.013766
CKD,HEART,hospitalisationrisk_ckd,16,male,0.014028
CKD,HEART,hospitalisationrisk_ckd,17,male,0.015252
CKD,HEART,hospitalisationrisk_ckd,18,male,0.016251
CKD,HEART,hospitalisationrisk_ckd,19,male,0.018904
CKD,HEART,hospitalisationrisk_ckd,20,male,0.022574
CKD,HEART,hospitalisationrisk_ckd,21,male,0.025685
CKD,HEART,hospitalisationrisk_ckd,22,male,0.027365
CKD,HEART,hospitalisationrisk_ckd,23,male,0.028797
CKD,HEART,hospitalisationrisk_ckd,24,male,0.04197
CKD,HEART,hospitalisationrisk_ckd,25,male,0.058063
CKD,HEART,hospitalisationrisk_ckd,26,male,0.078037
CKD,HEART,hospitalisationrisk_ckd,27,male,0.099245
CKD,HEART,hospitalisationrisk_ckd,28,male,0.11883
CKD,HEART,hospitalisationrisk_ckd,29,male,0.12599
CKD,HEART,hospitalisationrisk_ckd,30,male,0.12877
CKD,HEART,hospitalisationrisk_ckd,31,male,0.13058
CKD,HEART,hospitalisationrisk_ckd,32,male,0.131
CKD,HEART,hospitalisationrisk_ckd,33,male,0.13276
CKD,HEART,hospitalisationrisk_ckd,34,male,0.15087
CKD,HEART,hospitalisationrisk_ckd,35,male,0.168
CKD,HEART,hospitalisationrisk_ckd,36,male,0.18073
CKD,HEART,hospitalisationrisk_ckd,37,male,0.19662
CKD,HEART,hospitalisationrisk_ckd,38,male,0.21431
CKD,HEART,hospitalisationrisk_ckd,39,male,0.21637
CKD,HEART,hospitalisationrisk_ckd,40,male,0.22085
CKD,HEART,hospitalisationrisk_ckd,41,male,0.22458
CKD,HEART,hospitalisationrisk_ckd,42,male,0.23076
CKD,HEART,hospitalisationrisk_ckd,43,male,0.23531
CKD,HEART,hospitalisationrisk_ckd,44,male,0.23919
CKD,HEART,hospitalisationrisk_ckd,45,male,0.24468
CKD,HEART,hospitalisationrisk_ckd,46,male,0.24933
CKD,HEART,hospitalisationrisk_ckd,47,male,0.24862
CKD,HEART,hospitalisationrisk_ckd,48,male,0.24774
CKD,HEART,hospitalisationrisk_ckd,49,male,0.24559
CKD,HEART,hospitalisationrisk_ckd,50,male,0.2432
CKD,HEART,hospitalisationrisk_ckd,51,male,0.24464
CKD,HEART,hospitalisationrisk_ckd,52,male,0.2482
CKD,HEART,hospitalisationrisk_ckd,53,male,0.25279
CKD,HEART,hospitalisationrisk_ckd,54,male,0.26834
CKD,HEART,hospitalisationrisk_ckd,55,male,0.28167
CKD,HEART,hospitalisationrisk_ckd,56,male,0.29413
CKD,HEART,hospitalisationrisk_ckd,57,male,0.30709
CKD,HEART,hospitalisationrisk_ckd,58,male,0.32504
CKD,HEART,hospitalisationrisk_ckd,59,male,0.3335
CKD,HEART,hospitalisationrisk_ckd,60,male,0.34181
CKD,HEART,hospitalisationrisk_ckd,61,male,0.34997
CKD,HEART,hospitalisationrisk_ckd,62,male,0.35578
CKD,HEART,hospitalisationrisk_ckd,63,male,0.35492
CKD,HEART,hospitalisationrisk_ckd,64,male,0.3663
CKD,HEART,hospitalisationrisk_ckd,65,male,0.37725
CKD,HEART,hospitalisationrisk_ckd,66,male,0.38852
CKD,HEART,hospitalisationrisk_ckd,67,male,0.40405
CKD,HEART,hospitalisationrisk_ckd,68,male,0.42023
CKD,HEART,hospitalisationrisk_ckd,69,male,0.42078
CKD,HEART,hospitalisationrisk_ckd,70,male,0.4213
CKD,HEART,hospitalisationrisk_ckd,71,male,0.42051
CKD,HEART,hospitalisationrisk_ckd,72,male,0.42266
CKD,HEART,hospitalisationrisk_ckd,73,male,0.42458
CKD,HEART,hospitalisationrisk_ckd,74,male,0.433
CKD,HEART,hospitalisationrisk_ckd,75,male,0.44406
CKD,HEART,hospitalisationrisk_ckd,76,male,0.45801
CKD,HEART,hospitalisationrisk_ckd,77,male,0.46373
CKD,HEART,hospitalisationrisk_ckd,78,male,0.47047
CKD,HEART,hospitalisationrisk_ckd,79,male,0.47405
CKD,HEART,hospitalisationrisk_ckd,80,male,0.47529
CKD,HEART,hospitalisationrisk_ckd,81,male,0.47569
CKD,HEART,hospitalisationrisk_ckd,82,male,0.47699
CKD,HEART,hospitalisationrisk_ckd,83,male,0.47662
CKD,HEART,hospitalisationrisk_ckd,84,male,0.47397
CKD,HEART,hospitalisationrisk_ckd,85,male,0.47262
CKD,HEART,hospitalisationrisk_ckd,86,male,0.47158
CKD,HEART,hospitalisationrisk_ckd,87,male,0.46983
CKD,HEART,hospitalisationrisk_ckd,88,male,0.46839
CKD,DEMENTIA,hospitalisationrisk_2cond,15,male,0.014349
CKD,DEMENTIA,hospitalisationrisk_2cond,16,male,0.014824
CKD,DEMENTIA,hospitalisationrisk_2cond,17,male,0.01564
CKD,DEMENTIA,hospitalisationrisk_2cond,18,male,0.017402
CKD,DEMENTIA,hospitalisationrisk_2cond,19,male,0.019733
CKD,DEMENTIA,hospitalisationrisk_2cond,20,male,0.022156
CKD,DEMENTIA,hospitalisationrisk_2cond,21,male,0.024665
CKD,DEMENTIA,hospitalisationrisk_2cond,22,male,0.029278
CKD,DEMENTIA,hospitalisationrisk_2cond,23,male,0.036376
CKD,DEMENTIA,hospitalisationrisk_2cond,24,male,0.046847
CKD,DEMENTIA,hospitalisationrisk_2cond,25,male,0.061222
CKD,DEMENTIA,hospitalisationrisk_2cond,26,male,0.079229
CKD,DEMENTIA,hospitalisationrisk_2cond,27,male,0.096034
CKD,DEMENTIA,hospitalisationrisk_2cond,28,male,0.11018
CKD,DEMENTIA,hospitalisationrisk_2cond,29,male,0.12068
CKD,DEMENTIA,hospitalisationrisk_2cond,30,male,0.12704
CKD,DEMENTIA,hospitalisationrisk_2cond,31,male,0.12982
CKD,DEMENTIA,hospitalisationrisk_2cond,32,male,0.1348
CKD,DEMENTIA,hospitalisationrisk_2cond,33,male,0.14264
CKD,DEMENTIA,hospitalisationrisk_2cond,34,male,0.15267
CKD,DEMENTIA,hospitalisationrisk_2cond,35,male,0.1658
CKD,DEMENTIA,hospitalisationrisk_2cond,36,male,0.18211
CKD,DEMENTIA,hospitalisationrisk_2cond,37,male,0.19521
CKD,DEMENTIA,hospitalisationrisk_2cond,38,male,0.20578
CKD,DEMENTIA,hospitalisationrisk_2cond,39,male,0.21455
CKD,DEMENTIA,hospitalisationrisk_2cond,40,male,0.22138
CKD,DEMENTIA,hospitalisationrisk_2cond,41,male,0.22557
CKD,DEMENTIA,hospitalisationrisk_2cond,42,male,0.23014
CKD,DEMENTIA,hospitalisationrisk_2cond,43,male,0.2349
CKD,DEMENTIA,hospitalisationrisk_2cond,44,male,0.23985
CKD,DEMENTIA,hospitalisationrisk_2cond,45,male,0.24342
CKD,DEMENTIA,hospitalisationrisk_2cond,46,male,0.24591
CKD,DEMENTIA,hospitalisationrisk_2cond,47,male,0.24719
CKD,DEMENTIA,hospitalisationrisk_2cond,48,male,0.2469
CKD,DEMENTIA,hospitalisationrisk_2cond,49,male,0.24596
CKD,DEMENTIA,hospitalisationrisk_2cond,50,male,0.24587
CKD,DEMENTIA,hospitalisationrisk_2cond,51,male,0.24688
CKD,DEMENTIA,hospitalisationrisk_2cond,52,male,0.25143
CKD,DEMENTIA,hospitalisationrisk_2cond,53,male,0.25913
CKD,DEMENTIA,hospitalisationrisk_2cond,54,male,0.26903
CKD,DEMENTIA,hospitalisationrisk_2cond,55,male,0.2808
CKD,DEMENTIA,hospitalisationrisk_2cond,56,male,0.29525
CKD,DEMENTIA,hospitalisationrisk_2cond,57,male,0.30829
CKD,DEMENTIA,hospitalisationrisk_2cond,58,male,0.32032
CKD,DEMENTIA,hospitalisationrisk_2cond,59,male,0.33148
CKD,DEMENTIA,hospitalisationrisk_2cond,60,male,0.34122
CKD,DEMENTIA,hospitalisationrisk_2cond,61,male,0.3472
CKD,DEMENTIA,hospitalisationrisk_2cond,62,male,0.35376
CKD,DEMENTIA,hospitalisationrisk_2cond,63,male,0.36084
CKD,DEMENTIA,hospitalisationrisk_2cond,64,male,0.36855
CKD,DEMENTIA,hospitalisationrisk_2cond,65,male,0.37821
CKD,DEMENTIA,hospitalisationrisk_2cond,66,male,0.39127
CKD,DEMENTIA,hospitalisationrisk_2cond,67,male,0.40217
CKD,DEMENTIA,hospitalisationrisk_2cond,68,male,0.41098
CKD,DEMENTIA,hospitalisationrisk_2cond,69,male,0.41737
CKD,DEMENTIA,hospitalisationrisk_2cond,70,male,0.4211
CKD,DEMENTIA,hospitalisationrisk_2cond,71,male,0.42197
CKD,DEMENTIA,hospitalisationrisk_2cond,72,male,0.42441
CKD,DEMENTIA,hospitalisationrisk_2cond,73,male,0.42896
CKD,DEMENTIA,hospitalisationrisk_2cond,74,male,0.43646
CKD,DEMENTIA,hospitalisationrisk_2cond,75,male,0.44467
CKD,DEMENTIA,hospitalisationrisk_2cond,76,male,0.45385
CKD,DEMENTIA,hospitalisationrisk_2cond,77,male,0.46206
CKD,DEMENTIA,hospitalisationrisk_2cond,78,male,0.46831
CKD,DEMENTIA,hospitalisationrisk_2cond,79,male,0.47185
CKD,DEMENTIA,hospitalisationrisk_2cond,80,male,0.4745
CKD,DEMENTIA,hospitalisationrisk_2cond,81,male,0.47573
CKD,DEMENTIA,hospitalisationrisk_2cond,82,male,0.47571
CKD,DEMENTIA,hospitalisationrisk_2cond,83,male,0.47518
CKD,DEMENTIA,hospitalisationrisk_2cond,84,male,0.47436
CKD,DEMENTIA,hospitalisationrisk_2cond,85,male,0.47293
CKD,DEMENTIA,hospitalisationrisk_2cond,86,male,0.47128
CKD,DEMENTIA,hospitalisationrisk_2cond,87,male,0.47061
CKD,DEMENTIA,hospitalisationrisk_2cond,88,male,0.46993
CKD,DEMENTIA,hospitalisationrisk_ckd,15,male,0.013766
CKD,DEMENTIA,hospitalisationrisk_ckd,16,male,0.014028
CKD,DEMENTIA,hospitalisationrisk_ckd,17,male,0.015252
CKD,DEMENTIA,hospitalisationrisk_ckd,18,male,0.016251
CKD,DEMENTIA,hospitalisationrisk_ckd,19,male,0.018904
CKD,DEMENTIA,hospitalisationrisk_ckd,20,male,0.022574
CKD,DEMENTIA,hospitalisationrisk_ckd,21,male,0.025685
CKD,DEMENTIA,hospitalisationrisk_ckd,22,male,0.027365
CKD,DEMENTIA,hospitalisationrisk_ckd,23,male,0.028797
CKD,DEMENTIA,hospitalisationrisk_ckd,24,male,0.04197
CKD,DEMENTIA,hospitalisationrisk_ckd,25,male,0.058063
CKD,DEMENTIA,hospitalisationrisk_ckd,26,male,0.078037
CKD,DEMENTIA,hospitalisationrisk_ckd,27,male,0.099245
CKD,DEMENTIA,hospitalisationrisk_ckd,28,male,0.11883
CKD,DEMENTIA,hospitalisationrisk_ckd,29,male,0.12599
CKD,DEMENTIA,hospitalisationrisk_ckd,30,male,0.12877
CKD,DEMENTIA,hospitalisationrisk_ckd,31,male,0.13058
CKD,DEMENTIA,hospitalisationrisk_ckd,32,male,0.131
CKD,DEMENTIA,hospitalisationrisk_ckd,33,male,0.13276
CKD,DEMENTIA,hospitalisationrisk_ckd,34,male,0.15087
CKD,DEMENTIA,hospitalisationrisk_ckd,35,male,0.168
CKD,DEMENTIA,hospitalisationrisk_ckd,36,male,0.18073
CKD,DEMENTIA,hospitalisationrisk_ckd,37,male,0.19662
CKD,DEMENTIA,hospitalisationrisk_ckd,38,male,0.21431
CKD,DEMENTIA,hospitalisationrisk_ckd,39,male,0.21637
CKD,DEMENTIA,hospitalisationrisk_ckd,40,male,0.22085
CKD,DEMENTIA,hospitalisationrisk_ckd,41,male,0.22458
CKD,DEMENTIA,hospitalisationrisk_ckd,42,male,0.23076
CKD,DEMENTIA,hospitalisationrisk_ckd,43,male,0.23531
CKD,DEMENTIA,hospitalisationrisk_ckd,44,male,0.23919
CKD,DEMENTIA,hospitalisationrisk_ckd,45,male,0.24468
CKD,DEMENTIA,hospitalisationrisk_ckd,46,male,0.24933
CKD,DEMENTIA,hospitalisationrisk_ckd,47,male,0.24862
CKD,DEMENTIA,hospitalisationrisk_ckd,48,male,0.24774
CKD,DEMENTIA,hospitalisationrisk_ckd,49,male,0.24559
CKD,DEMENTIA,hospitalisationrisk_ckd,50,male,0.2432
CKD,DEMENTIA,hospitalisationrisk_ckd,51,male,0.24464
CKD,DEMENTIA,hospitalisationrisk_ckd,52,male,0.2482
CKD,DEMENTIA,hospitalisationrisk_ckd,53,male,0.25279
CKD,DEMENTIA,hospitalisationrisk_ckd,54,male,0.26834
CKD,DEMENTIA,hospitalisationrisk_ckd,55,male,0.28167
CKD,DEMENTIA,hospitalisationrisk_ckd,56,male,0.29413
CKD,DEMENTIA,hospitalisationrisk_ckd,57,male,0.30709
CKD,DEMENTIA,hospitalisationrisk_ckd,58,male,0.32504
CKD,DEMENTIA,hospitalisationrisk_ckd,59,male,0.3335
CKD,DEMENTIA,hospitalisationrisk_ckd,60,male,0.34181
CKD,DEMENTIA,hospitalisationrisk_ckd,61,male,0.34997
CKD,DEMENTIA,hospitalisationrisk_ckd,62,male,0.35578
CKD,DEMENTIA,hospitalisationrisk_ckd,63,male,0.35492
CKD,DEMENTIA,hospitalisationrisk_ckd,64,male,0.3663
CKD,DEMENTIA,hospitalisationrisk_ckd,65,male,0.37725
CKD,DEMENTIA,hospitalisationrisk_ckd,66,male,0.38852
CKD,DEMENTIA,hospitalisationrisk_ckd,67,male,0.40405
CKD,DEMENTIA,hospitalisationrisk_ckd,68,male,0.42023
CKD,DEMENTIA,hospitalisationrisk_ckd,69,male,0.42078
CKD,DEMENTIA,hospitalisationrisk_ckd,70,male,0.4213
CKD,DEMENTIA,hospitalisationrisk_ckd,71,male,0.42051
CKD,DEMENTIA,hospitalisationrisk_ckd,72,male,0.42266
CKD,DEMENTIA,hospitalisationrisk_ckd,73,male,0.42458
CKD,DEMENTIA,hospitalisationrisk_ckd,74,male,0.433
CKD,DEMENTIA,hospitalisationrisk_ckd,75,male,0.44406
CKD,DEMENTIA,hospitalisationrisk_ckd,76,male,0.45801
CKD,DEMENTIA,hospitalisationrisk_ckd,77,male,0.46373
CKD,DEMENTIA,hospitalisationrisk_ckd,78,male,0.47047
CKD,DEMENTIA,hospitalisationrisk_ckd,79,male,0.47405
CKD,DEMENTIA,hospitalisationrisk_ckd,80,male,0.47529
CKD,DEMENTIA,hospitalisationrisk_ckd,81,male,0.47569
CKD,DEMENTIA,hospitalisationrisk_ckd,82,male,0.47699
CKD,DEMENTIA,hospitalisationrisk_ckd,83,male,0.47662
CKD,DEMENTIA,hospitalisationrisk_ckd,84,male,0.47397
CKD,DEMENTIA,hospitalisationrisk_ckd,85,male,0.47262
CKD,DEMENTIA,hospitalisationrisk_ckd,86,male,0.47158
CKD,DEMENTIA,hospitalisationrisk_ckd,87,male,0.46983
CKD,DEMENTIA,hospitalisationrisk_ckd,88,male,0.46839
CKD,CKD,hospitalisationrisk_2cond,15,male,0.013766
CKD,CKD,hospitalisationrisk_2cond,16,male,0.014028
CKD,CKD,hospitalisationrisk_2cond,17,male,0.015252
CKD,CKD,hospitalisationrisk_2cond,18,male,0.016251
CKD,CKD,hospitalisationrisk_2cond,19,male,0.018904
CKD,CKD,hospitalisationrisk_2cond,20,male,0.022574
CKD,CKD,hospitalisationrisk_2cond,21,male,0.025685
CKD,CKD,hospitalisationrisk_2cond,22,male,0.027365
CKD,CKD,hospitalisationrisk_2cond,23,male,0.028797
CKD,CKD,hospitalisationrisk_2cond,24,male,0.04197
CKD,CKD,hospitalisationrisk_2cond,25,male,0.058063
CKD,CKD,hospitalisationrisk_2cond,26,male,0.078037
CKD,CKD,hospitalisationrisk_2cond,27,male,0.099245
CKD,CKD,hospitalisationrisk_2cond,28,male,0.11883
CKD,CKD,hospitalisationrisk_2cond,29,male,0.12599
CKD,CKD,hospitalisationrisk_2cond,30,male,0.12877
CKD,CKD,hospitalisationrisk_2cond,31,male,0.13058
CKD,CKD,hospitalisationrisk_2cond,32,male,0.131
CKD,CKD,hospitalisationrisk_2cond,33,male,0.13276
CKD,CKD,hospitalisationrisk_2cond,34,male,0.15087
CKD,CKD,hospitalisationrisk_2cond,35,male,0.168
CKD,CKD,hospitalisationrisk_2cond,36,male,0.18073
CKD,CKD,hospitalisationrisk_2cond,37,male,0.19662
CKD,CKD,hospitalisationrisk_2cond,38,male,0.21431
CKD,CKD,hospitalisationrisk_2cond,39,male,0.21637
CKD,CKD,hospitalisationrisk_2cond,40,male,0.22085
CKD,CKD,hospitalisationrisk_2cond,41,male,0.22458
CKD,CKD,hospitalisationrisk_2cond,42,male,0.23076
CKD,CKD,hospitalisationrisk_2cond,43,male,0.23531
CKD,CKD,hospitalisationrisk_2cond,44,male,0.23919
CKD,CKD,hospitalisationrisk_2cond,45,male,0.24468
CKD,CKD,hospitalisationrisk_2cond,46,male,0.24933
CKD,CKD,hospitalisationrisk_2cond,47,male,0.24862
CKD,CKD,hospitalisationrisk_2cond,48,male,0.24774
CKD,CKD,hospitalisationrisk_2cond,49,male,0.24559
CKD,CKD,hospitalisationrisk_2cond,50,male,0.2432
CKD,CKD,hospitalisationrisk_2cond,51,male,0.24464
CKD,CKD,hospitalisationrisk_2cond,52,male,0.2482
CKD,CKD,hospitalisationrisk_2cond,53,male,0.25279
CKD,CKD,hospitalisationrisk_2cond,54,male,0.26834
CKD,CKD,hospitalisationrisk_2cond,55,male,0.28167
CKD,CKD,hospitalisationrisk_2cond,56,male,0.29413
CKD,CKD,hospitalisationrisk_2cond,57,male,0.30709
CKD,CKD,hospitalisationrisk_2cond,58,male,0.32504
CKD,CKD,hospitalisationrisk_2cond,59,male,0.3335
CKD,CKD,hospitalisationrisk_2cond,60,male,0.34181
CKD,CKD,hospitalisationrisk_2cond,61,male,0.34997
CKD,CKD,hospitalisationrisk_2cond,62,male,0.35578
CKD,CKD,hospitalisationrisk_2cond,63,male,0.35492
CKD,CKD,hospitalisationrisk_2cond,64,male,0.3663
CKD,CKD,hospitalisationrisk_2cond,65,male,0.37725
CKD,CKD,hospitalisationrisk_2cond,66,male,0.38852
CKD,CKD,hospitalisationrisk_2cond,67,male,0.40405
CKD,CKD,hospitalisationrisk_2cond,68,male,0.42023
CKD,CKD,hospitalisationrisk_2cond,69,male,0.42078
CKD,CKD,hospitalisationrisk_2cond,70,male,0.4213
CKD,CKD,hospitalisationrisk_2cond,71,male,0.42051
CKD,CKD,hospitalisationrisk_2cond,72,male,0.42266
CKD,CKD,hospitalisationrisk_2cond,73,male,0.42458
CKD,CKD,hospitalisationrisk_2cond,74,male,0.433
CKD,CKD,hospitalisationrisk_2cond,75,male,0.44406
CKD,CKD,hospitalisationrisk_2cond,76,male,0.45801
CKD,CKD,hospitalisationrisk_2cond,77,male,0.46373
CKD,CKD,hospitalisationrisk_2cond,78,male,0.47047
CKD,CKD,hospitalisationrisk_2cond,79,male,0.47405
CKD,CKD,hospitalisationrisk_2cond,80,male,0.47529
CKD,CKD,hospitalisationrisk_2cond,81,male,0.47569
CKD,CKD,hospitalisationrisk_2cond,82,male,0.47699
CKD,CKD,hospitalisationrisk_2cond,83,male,0.47662
CKD,CKD,hospitalisationrisk_2cond,84,male,0.47397
CKD,CKD,hospitalisationrisk_2cond,85,male,0.47262
CKD,CKD,hospitalisationrisk_2cond,86,male,0.47158
CKD,CKD,hospitalisationrisk_2cond,87,male,0.46983
CKD,CKD,hospitalisationrisk_2cond,88,male,0.46839
CKD,CKD,hospitalisationrisk_ckd,15,male,0.013766
CKD,CKD,hospitalisationrisk_ckd,16,male,0.014028
CKD,CKD,hospitalisationrisk_ckd,17,male,0.015252
CKD,CKD,hospitalisationrisk_ckd,18,male,0.016251
CKD,CKD,hospitalisationrisk_ckd,19,male,0.018904
CKD,CKD,hospitalisationrisk_ckd,20,male,0.022574
CKD,CKD,hospitalisationrisk_ckd,21,male,0.025685
CKD,CKD,hospitalisationrisk_ckd,22,male,0.027365
CKD,CKD,hospitalisationrisk_ckd,23,male,0.028797
CKD,CKD,hospitalisationrisk_ckd,24,male,0.04197
CKD,CKD,hospitalisationrisk_ckd,25,male,0.058063
CKD,CKD,hospitalisationrisk_ckd,26,male,0.078037
CKD,CKD,hospitalisationrisk_ckd,27,male,0.099245
CKD,CKD,hospitalisationrisk_ckd,28,male,0.11883
CKD,CKD,hospitalisationrisk_ckd,29,male,0.12599
CKD,CKD,hospitalisationrisk_ckd,30,male,0.12877
CKD,CKD,hospitalisationrisk_ckd,31,male,0.13058
CKD,CKD,hospitalisationrisk_ckd,32,male,0.131
CKD,CKD,hospitalisationrisk_ckd,33,male,0.13276
CKD,CKD,hospitalisationrisk_ckd,34,male,0.15087
CKD,CKD,hospitalisationrisk_ckd,35,male,0.168
CKD,CKD,hospitalisationrisk_ckd,36,male,0.18073
CKD,CKD,hospitalisationrisk_ckd,37,male,0.19662
CKD,CKD,hospitalisationrisk_ckd,38,male,0.21431
CKD,CKD,hospitalisationrisk_ckd,39,male,0.21637
CKD,CKD,hospitalisationrisk_ckd,40,male,0.22085
CKD,CKD,hospitalisationrisk_ckd,41,male,0.22458
CKD,CKD,hospitalisationrisk_ckd,42,male,0.23076
CKD,CKD,hospitalisationrisk_ckd,43,male,0.23531
CKD,CKD,hospitalisationrisk_ckd,44,male,0.23919
CKD,CKD,hospitalisationrisk_ckd,45,male,0.24468
CKD,CKD,hospitalisationrisk_ckd,46,male,0.24933
CKD,CKD,hospitalisationrisk_ckd,47,male,0.24862
CKD,CKD,hospitalisationrisk_ckd,48,male,0.24774
CKD,CKD,hospitalisationrisk_ckd,49,male,0.24559
CKD,CKD,hospitalisationrisk_ckd,50,male,0.2432
CKD,CKD,hospitalisationrisk_ckd,51,male,0.24464
CKD,CKD,hospitalisationrisk_ckd,52,male,0.2482
CKD,CKD,hospitalisationrisk_ckd,53,male,0.25279
CKD,CKD,hospitalisationrisk_ckd,54,male,0.26834
CKD,CKD,hospitalisationrisk_ckd,55,male,0.28167
CKD,CKD,hospitalisationrisk_ckd,56,male,0.29413
CKD,CKD,hospitalisationrisk_ckd,57,male,0.30709
CKD,CKD,hospitalisationrisk_ckd,58,male,0.32504
CKD,CKD,hospitalisationrisk_ckd,59,male,0.3335
CKD,CKD,hospitalisationrisk_ckd,60,male,0.34181
CKD,CKD,hospitalisationrisk_ckd,61,male,0.34997
CKD,CKD,hospitalisationrisk_ckd,62,male,0.35578
CKD,CKD,hospitalisationrisk_ckd,63,male,0.35492
CKD,CKD,hospitalisationrisk_ckd,64,male,0.3663
CKD,CKD,hospitalisationrisk_ckd,65,male,0.37725
CKD,CKD,hospitalisationrisk_ckd,66,male,0.38852
CKD,CKD,hospitalisationrisk_ckd,67,male,0.40405
CKD,CKD,hospitalisationrisk_ckd,68,male,0.42023
CKD,CKD,hospitalisationrisk_ckd,69,male,0.42078
CKD,CKD,hospitalisationrisk_ckd,70,male,0.4213
CKD,CKD,hospitalisationrisk_ckd,71,male,0.42051
CKD,CKD,hospitalisationrisk_ckd,72,male,0.42266
CKD,CKD,hospitalisationrisk_ckd,73,male,0.42458
CKD,CKD,hospitalisationrisk_ckd,74,male,0.433
CKD,CKD,hospitalisationrisk_ckd,75,male,0.44406
