condition1,condition2,model,age,sex,risk
HYL,DEMENTIA,hospitalisationrisk_2cond,78,male,0.41413
HYL,DEMENTIA,hospitalisationrisk_2cond,79,male,0.41616
HYL,DEMENTIA,hospitalisationrisk_2cond,80,male,0.41514
HYL,DEMENTIA,hospitalisationrisk_2cond,81,male,0.41372
HYL,DEMENTIA,hospitalisationrisk_2cond,82,male,0.41329
HYL,DEMENTIA,hospitalisationrisk_2cond,83,male,0.41245
HYL,DEMENTIA,hospitalisationrisk_2cond,84,male,0.41171
HYL,DEMENTIA,hospitalisationrisk_2cond,85,male,0.41255
HYL,DEMENTIA,hospitalisationrisk_2cond,86,male,0.41365
HYL,DEMENTIA,hospitalisationrisk_2cond,87,male,0.41368
HYL,DEMENTIA,hospitalisationrisk_2cond,88,male,0.41515
HYL,DEMENTIA,hospitalisationrisk_hyl,15,male,0.012022
HYL,DEMENTIA,hospitalisationrisk_hyl,16,male,0.012519
HYL,DEMENTIA,hospitalisationrisk_hyl,17,male,0.013785
HYL,DEMENTIA,hospitalisationrisk_hyl,18,male,0.015134
HYL,DEMENTIA,hospitalisationrisk_hyl,19,male,0.01798
HYL,DEMENTIA,hospitalisationrisk_hyl,20,male,0.021591
HYL,DEMENTIA,hospitalisationrisk_hyl,21,male,0.024503
HYL,DEMENTIA,hospitalisationrisk_hyl,22,male,0.026203
HYL,DEMENTIA,hospitalisationrisk_hyl,23,male,0.027707
HYL,DEMENTIA,hospitalisationrisk_hyl,24,male,0.034573
HYL,DEMENTIA,hospitalisationrisk_hyl,25,male,0.042077
HYL,DEMENTIA,hospitalisationrisk_hyl,26,male,0.051319
HYL,DEMENTIA,hospitalisationrisk_hyl,27,male,0.060988
HYL,DEMENTIA,hospitalisationrisk_hyl,28,male,0.069363
HYL,DEMENTIA,hospitalisationrisk_hyl,29,male,0.072026
HYL,DEMENTIA,hospitalisationrisk_hyl,30,male,0.073026
HYL,DEMENTIA,hospitalisationrisk_hyl,31,male,0.075851
HYL,DEMENTIA,hospitalisationrisk_hyl,32,male,0.076887
HYL,DEMENTIA,hospitalisationrisk_hyl,33,male,0.078725
HYL,DEMENTIA,hospitalisationrisk_hyl,34,male,0.089527
HYL,DEMENTIA,hospitalisationrisk_hyl,35,male,0.098724
HYL,DEMENTIA,hospitalisationrisk_hyl,36,male,0.10514
HYL,DEMENTIA,hospitalisationrisk_hyl,37,male,0.11445
HYL,DEMENTIA,hospitalisationrisk_hyl,38,male,0.12688
HYL,DEMENTIA,hospitalisationrisk_hyl,39,male,0.13167
HYL,DEMENTIA,hospitalisationrisk_hyl,40,male,0.13984
HYL,DEMENTIA,hospitalisationrisk_hyl,41,male,0.14812
HYL,DEMENTIA,hospitalisationrisk_hyl,42,male,0.16173
HYL,DEMENTIA,hospitalisationrisk_hyl,43,male,0.17504
HYL,DEMENTIA,hospitalisationrisk_hyl,44,male,0.1878
HYL,DEMENTIA,hospitalisationrisk_hyl,45,male,0.20332
HYL,DEMENTIA,hospitalisationrisk_hyl,46,male,0.22268
HYL,DEMENTIA,hospitalisationrisk_hyl,47,male,0.23354
HYL,DEMENTIA,hospitalisationrisk_hyl,48,male,0.24159
HYL,DEMENTIA,hospitalisationrisk_hyl,49,male,0.25042
HYL,DEMENTIA,hospitalisationrisk_hyl,50,male,0.26124
HYL,DEMENTIA,hospitalisationrisk_hyl,51,male,0.26726
HYL,DEMENTIA,hospitalisationrisk_hyl,52,male,0.27497
HYL,DEMENTIA,hospitalisationrisk_hyl,53,male,0.28455
HYL,DEMENTIA,hospitalisationrisk_hyl,54,male,0.30507
HYL,DEMENTIA,hospitalisationrisk_hyl,55,male,0.31264
HYL,DEMENTIA,hospitalisationrisk_hyl,56,male,0.31889
HYL,DEMENTIA,hospitalisationrisk_hyl,57,male,0.33089
HYL,DEMENTIA,hospitalisationrisk_hyl,58,male,0.34703
HYL,DEMENTIA,hospitalisationrisk_hyl,59,male,0.35062
HYL,DEMENTIA,hospitalisationrisk_hyl,60,male,0.35848
HYL,DEMENTIA,hospitalisationrisk_hyl,61,male,0.37221
HYL,DEMENTIA,hospitalisationrisk_hyl,62,male,0.3804
HYL,DEMENTIA,hospitalisationrisk_hyl,63,male,0.38375
HYL,DEMENTIA,hospitalisationrisk_hyl,64,male,0.40652
HYL,DEMENTIA,hospitalisationrisk_hyl,65,male,0.43144
HYL,DEMENTIA,hospitalisationrisk_hyl,66,male,0.45194
HYL,DEMENTIA,hospitalisationrisk_hyl,67,male,0.47738
HYL,DEMENTIA,hospitalisationrisk_hyl,68,male,0.50352
HYL,DEMENTIA,hospitalisationrisk_hyl,69,male,0.50676
HYL,DEMENTIA,hospitalisationrisk_hyl,70,male,0.51086
HYL,DEMENTIA,hospitalisationrisk_hyl,71,male,0.51424
HYL,DEMENTIA,hospitalisationrisk_hyl,72,male,0.52123
HYL,DEMENTIA,hospitalisationrisk_hyl,73,male,0.52759
HYL,DEMENTIA,hospitalisationrisk_hyl,74,male,0.54083
HYL,DEMENTIA,hospitalisationrisk_hyl,75,male,0.5566
HYL,DEMENTIA,hospitalisationrisk_hyl,76,male,0.57385
HYL,DEMENTIA,hospitalisationrisk_hyl,77,male,0.58151
HYL,DEMENTIA,hospitalisationrisk_hyl,78,male,0.5887
HYL,DEMENTIA,hospitalisationrisk_hyl,79,male,0.59241
HYL,DEMENTIA,hospitalisationrisk_hyl,80,male,0.59285
HYL,DEMENTIA,hospitalisationrisk_hyl,81,male,0.59308
HYL,DEMENTIA,hospitalisationrisk_hyl,82,male,0.59429
HYL,DEMENTIA,hospitalisationrisk_hyl,83,male,0.59388
HYL,DEMENTIA,hospitalisationrisk_hyl,84,male,0.59278
HYL,DEMENTIA,hospitalisationrisk_hyl,85,male,0.5932
HYL,DEMENTIA,hospitalisationrisk_hyl,86,male,0.59407
HYL,DEMENTIA,hospitalisationrisk_hyl,87,male,0.59364
HYL,DEMENTIA,hospitalisationrisk_hyl,88,male,0.59435
HYL,CKD,hospitalisationrisk_2cond,15,male,0.027382
HYL,CKD,hospitalisationrisk_2cond,16,male,0.028594
HYL,CKD,hospitalisationrisk_2cond,17,male,0.031588
HYL,CKD,hospitalisationrisk_2cond,18,male,0.034914
HYL,CKD,hospitalisationrisk_2cond,19,male,0.041596
HYL,CKD,hospitalisationrisk_2cond,20,male,0.050494
HYL,CKD,hospitalisationrisk_2cond,21,male,0.057748
HYL,CKD,hospitalisationrisk_2cond,22,male,0.062176
HYL,CKD,hospitalisationrisk_2cond,23,male,0.066623
HYL,CKD,hospitalisationrisk_2cond,24,male,0.095466
HYL,CKD,hospitalisationrisk_2cond,25,male,0.13104
HYL,CKD,hospitalisationrisk_2cond,26,male,0.17373
HYL,CKD,hospitalisationrisk_2cond,27,male,0.21955
HYL,CKD,hospitalisationrisk_2cond,28,male,0.26126
HYL,CKD,hospitalisationrisk_2cond,29,male,0.27715
HYL,CKD,hospitalisationrisk_2cond,30,male,0.28328
HYL,CKD,hospitalisationrisk_2cond,31,male,0.2926
HYL,CKD,hospitalisationrisk_2cond,32,male,0.29486
HYL,CKD,hospitalisationrisk_2cond,33,male,0.29954
HYL,CKD,hospitalisationrisk_2cond,34,male,0.33516
HYL,CKD,hospitalisationrisk_2cond,35,male,0.36657
HYL,CKD,hospitalisationrisk_2cond,36,male,0.38792
HYL,CKD,hospitalisationrisk_2cond,37,male,0.41771
HYL,CKD,hospitalisationrisk_2cond,38,male,0.4501
HYL,CKD,hospitalisationrisk_2cond,39,male,0.45265
HYL,CKD,hospitalisationrisk_2cond,40,male,0.46315
HYL,CKD,hospitalisationrisk_2cond,41,male,0.47017
HYL,CKD,hospitalisationrisk_2cond,42,male,0.483
HYL,CKD,hospitalisationrisk_2cond,43,male,0.49345
HYL,CKD,hospitalisationrisk_2cond,44,male,0.50349
HYL,CKD,hospitalisationrisk_2cond,45,male,0.51673
HYL,CKD,hospitalisationrisk_2cond,46,male,0.53274
HYL,CKD,hospitalisationrisk_2cond,47,male,0.53652
HYL,CKD,hospitalisationrisk_2cond,48,male,0.5401
HYL,CKD,hospitalisationrisk_2cond,49,male,0.54139
HYL,CKD,hospitalisationrisk_2cond,50,male,0.54159
HYL,CKD,hospitalisationrisk_2cond,51,male,0.54188
HYL,CKD,hospitalisationrisk_2cond,52,male,0.54457
HYL,CKD,hospitalisationrisk_2cond,53,male,0.54855
HYL,CKD,hospitalisationrisk_2cond,54,male,0.56559
HYL,CKD,hospitalisationrisk_2cond,55,male,0.57048
HYL,CKD,hospitalisationrisk_2cond,56,male,0.57414
HYL,CKD,hospitalisationrisk_2cond,57,male,0.58279
HYL,CKD,hospitalisationrisk_2cond,58,male,0.59602
HYL,CKD,hospitalisationrisk_2cond,59,male,0.59822
HYL,CKD,hospitalisationrisk_2cond,60,male,0.60511
HYL,CKD,hospitalisationrisk_2cond,61,male,0.61505
HYL,CKD,hospitalisationrisk_2cond,62,male,0.62009
HYL,CKD,hospitalisationrisk_2cond,63,male,0.61856
HYL,CKD,hospitalisationrisk_2cond,64,male,0.63135
HYL,CKD,hospitalisationrisk_2cond,65,male,0.6462
HYL,CKD,hospitalisationrisk_2cond,66,male,0.65958
HYL,CKD,hospitalisationrisk_2cond,67,male,0.67665
HYL,CKD,hospitalisationrisk_2cond,68,male,0.69439
HYL,CKD,hospitalisationrisk_2cond,69,male,0.69488
HYL,CKD,hospitalisationrisk_2cond,70,male,0.69534
HYL,CKD,hospitalisationrisk_2cond,71,male,0.69464
HYL,CKD,hospitalisationrisk_2cond,72,male,0.69643
HYL,CKD,hospitalisationrisk_2cond,73,male,0.69804
HYL,CKD,hospitalisationrisk_2cond,74,male,0.70511
HYL,CKD,hospitalisationrisk_2cond,75,male,0.71347
HYL,CKD,hospitalisationrisk_2cond,76,male,0.72377
HYL,CKD,hospitalisationrisk_2cond,77,male,0.72708
HYL,CKD,hospitalisationrisk_2cond,78,male,0.7312
HYL,CKD,hospitalisationrisk_2cond,79,male,0.73274
HYL,CKD,hospitalisationrisk_2cond,80,male,0.73328
HYL,CKD,hospitalisationrisk_2cond,81,male,0.73347
HYL,CKD,hospitalisationrisk_2cond,82,male,0.73436
HYL,CKD,hospitalisationrisk_2cond,83,male,0.73394
HYL,CKD,hospitalisationrisk_2cond,84,male,0.73255
HYL,CKD,hospitalisationrisk_2cond,85,male,0.7324
HYL,CKD,hospitalisationrisk_2cond,86,male,0.7326
HYL,CKD,hospitalisationrisk_2cond,87,male,0.73194
HYL,CKD,hospitalisationrisk_2cond,88,male,0.732
HYL,CKD,hospitalisationrisk_hyl,15,male,0.012022
HYL,CKD,hospitalisationrisk_hyl,16,male,0.012519
HYL,CKD,hospitalisationrisk_hyl,17,male,0.013785
HYL,CKD,hospitalisationrisk_hyl,18,male,0.015134
HYL,CKD,hospitalisationrisk_hyl,19,male,0.01798
HYL,CKD,hospitalisationrisk_hyl,20,male,0.021591
HYL,CKD,hospitalisationrisk_hyl,21,male,0.024503
HYL,CKD,hospitalisationrisk_hyl,22,male,0.026203
HYL,CKD,hospitalisationrisk_hyl,23,male,0.027707
HYL,CKD,hospitalisationrisk_hyl,24,male,0.034573
HYL,CKD,hospitalisationrisk_hyl,25,male,0.042077
HYL,CKD,hospitalisationrisk_hyl,26,male,0.051319
HYL,CKD,hospitalisationrisk_hyl,27,male,0.060988
HYL,CKD,hospitalisationrisk_hyl,28,male,0.069363
HYL,CKD,hospitalisationrisk_hyl,29,male,0.072026
HYL,CKD,hospitalisationrisk_hyl,30,male,0.073026
HYL,CKD,hospitalisationrisk_hyl,31,male,0.075851
HYL,CKD,hospitalisationrisk_hyl,32,male,0.076887
HYL,CKD,hospitalisationrisk_hyl,33,male,0.078725
HYL,CKD,hospitalisationrisk_hyl,34,male,0.089527
HYL,CKD,hospitalisationrisk_hyl,35,male,0.098724
HYL,CKD,hospitalisationrisk_hyl,36,male,0.10514
HYL,CKD,hospitalisationrisk_hyl,37,male,0.11445
HYL,CKD,hospitalisationrisk_hyl,38,male,0.12688
HYL,CKD,hospitalisationrisk_hyl,39,male,0.13167
HYL,CKD,hospitalisationrisk_hyl,40,male,0.13984
HYL,CKD,hospitalisationrisk_hyl,41,male,0.14812
HYL,CKD,hospitalisationrisk_hyl,42,male,0.16173
HYL,CKD,hospitalisationrisk_hyl,43,male,0.17504
HYL,CKD,hospitalisationrisk_hyl,44,male,0.1878
HYL,CKD,hospitalisationrisk_hyl,45,male,0.20332
HYL,CKD,hospitalisationrisk_hyl,46,male,0.22268
HYL,CKD,hospitalisationrisk_hyl,47,male,0.23354
HYL,CKD,hospitalisationrisk_hyl,48,male,0.24159
HYL,CKD,hospitalisationrisk_hyl,49,male,0.25042
HYL,CKD,hospitalisationrisk_hyl,50,male,0.26124
HYL,CKD,hospitalisationrisk_hyl,51,male,0.26726
HYL,CKD,hospitalisationrisk_hyl,52,male,0.27497
HYL,CKD,hospitalisationrisk_hyl,53,male,0.28455
HYL,CKD,hospitalisationrisk_hyl,54,male,0.30507
HYL,CKD,hospitalisationrisk_hyl,55,male,0.31264
HYL,CKD,hospitalisationrisk_hyl,56,male,0.31889
HYL,CKD,hospitalisationrisk_hyl,57,male,0.33089
HYL,CKD,hospitalisationrisk_hyl,58,male,0.34703
HYL,CKD,hospitalisationrisk_hyl,59,male,0.35062
HYL,CKD,hospitalisationrisk_hyl,60,male,0.35848
HYL,CKD,hospitalisationrisk_hyl,61,male,0.37221
HYL,CKD,hospitalisationrisk_hyl,62,male,0.3804
HYL,CKD,hospitalisationrisk_hyl,63,male,0.38375
HYL,CKD,hospitalisationrisk_hyl,64,male,0.40652
HYL,CKD,hospitalisationrisk_hyl,65,male,0.43144
HYL,CKD,hospitalisationrisk_hyl,66,male,0.45194
HYL,CKD,hospitalisationrisk_hyl,67,male,0.47738
HYL,CKD,hospitalisationrisk_hyl,68,male,0.50352
HYL,CKD,hospitalisationrisk_hyl,69,male,0.50676
HYL,CKD,hospitalisationrisk_hyl,70,male,0.51086
HYL,CKD,hospitalisationrisk_hyl,71,male,0.51424
HYL,CKD,hospitalisationrisk_hyl,72,male,0.52123
HYL,CKD,hospitalisationrisk_hyl,73,male,0.52759
HYL,CKD,hospitalisationrisk_hyl,74,male,0.54083
HYL,CKD,hospitalisationrisk_hyl,75,male,0.5566
